f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,y
27/09/2018,21,18.7,48,1.3,2000,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1930
14/12/2017,15,-2.5,29,1.1,1667,-18.1,0.48,0.0,0.0,Winter,No Holiday,Yes,301
03/08/2018,6,30.5,62,1.3,1583,22.3,0.01,0.0,0.0,Summer,No Holiday,Yes,544
14/03/2018,18,19.2,53,2.4,2000,9.3,0.58,0.0,0.0,Spring,No Holiday,Yes,2100
19/11/2018,11,9.8,51,0.5,781,0.1,1.42,0.0,0.0,Autumn,No Holiday,Yes,745
12/08/2018,7,27.4,61,0.6,2000,19.2,0.17,0.0,0.0,Summer,No Holiday,Yes,316
06/08/2018,2,28.6,80,1.2,1163,24.8,0.0,0.0,0.0,Summer,No Holiday,Yes,309
18/11/2018,8,2.6,53,0.7,1548,-6.0,0.03,0.0,0.0,Autumn,No Holiday,Yes,371
02/06/2018,16,29.6,26,3.7,2000,8.0,2.58,0.0,0.0,Summer,No Holiday,Yes,1707
04/01/2018,16,-1.4,34,1.8,1719,-15.2,0.3,0.0,0.0,Winter,No Holiday,Yes,309
08/04/2018,7,0.9,54,0.8,2000,-7.3,0.11,0.0,0.0,Spring,No Holiday,Yes,159
24/04/2018,6,9.6,87,2.0,2000,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,262
09/07/2018,17,20.3,93,1.4,1684,19.1,0.32,1.0,0.0,Summer,No Holiday,Yes,104
04/11/2018,13,18.3,26,1.2,1503,-1.5,2.17,0.0,0.0,Autumn,No Holiday,Yes,1355
03/12/2017,6,3.4,86,2.5,278,1.2,0.0,1.0,0.0,Winter,No Holiday,Yes,13
17/08/2018,14,32.7,27,2.0,1964,11.2,3.21,0.0,0.0,Summer,No Holiday,Yes,791
19/05/2018,8,13.7,57,1.4,2000,5.3,1.28,0.0,0.0,Spring,No Holiday,Yes,766
23/04/2018,19,9.4,95,1.8,531,8.6,0.03,1.5,0.0,Spring,No Holiday,Yes,50
20/08/2018,17,32.1,44,2.6,1731,18.3,0.6,0.0,0.0,Summer,No Holiday,Yes,1704
18/02/2018,5,-4.0,28,0.5,2000,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,22
31/01/2018,17,-0.9,34,2.8,2000,-14.8,0.28,0.0,1.8,Winter,No Holiday,Yes,279
22/06/2018,1,20.2,75,1.4,525,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,912
22/06/2018,23,22.9,34,1.1,1810,6.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1648
22/05/2018,22,16.8,87,0.6,447,14.6,0.0,0.5,0.0,Spring,Holiday,Yes,29
21/09/2018,12,19.1,91,2.0,1971,17.5,0.63,0.0,0.0,Autumn,No Holiday,Yes,143
18/04/2018,23,10.7,42,0.9,1236,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes,671
08/08/2018,16,35.1,40,2.6,1989,19.4,2.29,0.0,0.0,Summer,No Holiday,Yes,839
24/06/2018,6,20.2,87,2.0,255,17.9,0.01,0.0,0.0,Summer,No Holiday,Yes,258
09/01/2018,10,-4.8,57,3.0,1559,-12.0,0.47,0.0,0.5,Winter,No Holiday,Yes,190
30/07/2018,13,34.7,43,1.3,2000,20.2,2.05,0.0,0.0,Summer,No Holiday,Yes,688
17/04/2018,5,7.4,56,0.6,1746,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,143
01/03/2018,1,2.1,97,0.2,859,1.6,0.0,0.0,0.0,Spring,Holiday,Yes,147
24/11/2018,18,2.6,86,1.1,834,0.4,0.0,0.0,3.5,Autumn,No Holiday,Yes,426
30/06/2018,19,24.3,95,0.5,958,23.4,0.11,4.0,0.0,Summer,No Holiday,Yes,481
03/09/2018,21,21.6,97,0.5,646,21.0,0.0,0.5,0.0,Autumn,No Holiday,Yes,110
24/10/2018,2,9.5,87,1.0,919,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,371
07/04/2018,9,3.4,37,3.6,1668,-9.9,1.07,0.0,0.0,Spring,No Holiday,Yes,426
02/10/2018,22,15.5,69,0.8,1987,9.8,0.0,0.0,0.0,Autumn,No Holiday,No,0
17/07/2018,18,31.3,55,2.5,1550,21.1,1.2,0.0,0.0,Summer,No Holiday,Yes,2770
07/09/2018,13,24.3,50,2.9,2000,13.2,2.37,0.0,0.0,Autumn,No Holiday,Yes,1119
02/01/2018,0,-1.8,54,1.1,1772,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes,148
25/02/2018,1,-1.4,43,0.6,1791,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,189
12/11/2018,8,3.3,69,0.0,2000,-1.8,0.06,0.0,0.0,Autumn,No Holiday,Yes,1699
25/04/2018,15,22.8,21,2.1,1542,-0.6,2.75,0.0,0.0,Spring,No Holiday,Yes,1180
01/10/2018,15,19.0,40,3.8,1983,5.0,1.96,0.0,0.0,Autumn,No Holiday,Yes,1258
12/12/2017,21,-8.8,43,1.4,1999,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes,270
01/02/2018,12,-1.1,31,1.3,1869,-16.1,1.2,0.0,1.3,Winter,No Holiday,Yes,240
07/06/2018,12,25.0,56,3.0,715,15.6,3.19,0.0,0.0,Summer,No Holiday,Yes,1099
08/11/2018,21,14.0,96,4.1,292,13.3,0.0,18.0,0.0,Autumn,No Holiday,Yes,21
08/03/2018,4,3.3,90,1.3,682,1.8,0.0,0.0,0.0,Spring,No Holiday,Yes,8
24/03/2018,5,4.7,54,1.3,543,-3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,82
25/02/2018,15,7.5,21,2.7,1900,-13.4,2.22,0.0,0.0,Winter,No Holiday,Yes,612
21/04/2018,5,13.0,70,0.5,385,7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,122
31/12/2017,2,0.4,95,1.7,110,-0.3,0.0,0.0,1.2,Winter,Holiday,Yes,65
09/01/2018,15,-2.4,51,4.6,1458,-11.1,0.46,0.0,0.0,Winter,No Holiday,Yes,257
02/11/2018,14,18.0,31,1.2,1506,0.5,1.98,0.0,0.0,Autumn,No Holiday,Yes,1160
05/03/2018,6,4.2,87,2.0,1979,2.2,0.0,2.0,0.0,Spring,No Holiday,Yes,20
11/01/2018,5,-11.9,61,1.8,1759,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes,42
13/04/2018,20,16.2,22,0.9,2000,-5.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1359
12/02/2018,7,-9.5,35,1.1,2000,-22.1,0.0,0.0,0.0,Winter,No Holiday,Yes,236
14/10/2018,5,7.6,79,0.3,765,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,110
03/06/2018,6,16.9,62,0.4,1768,9.5,0.06,0.0,0.0,Summer,No Holiday,Yes,228
06/09/2018,8,21.8,77,0.9,1419,17.5,0.43,0.0,0.0,Autumn,No Holiday,Yes,2270
17/07/2018,7,24.4,75,1.0,841,19.6,0.35,0.0,0.0,Summer,No Holiday,Yes,1356
10/02/2018,20,-4.4,19,5.8,2000,-24.6,0.0,0.0,0.0,Winter,No Holiday,Yes,132
04/07/2018,22,25.1,73,2.5,1808,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2091
09/11/2018,17,12.9,66,3.6,682,6.6,0.32,0.0,0.0,Autumn,No Holiday,No,0
15/12/2017,5,-7.5,64,0.9,989,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes,68
04/05/2018,5,9.2,63,0.8,1896,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,186
26/05/2018,19,24.9,46,3.1,1341,12.4,0.43,0.0,0.0,Spring,No Holiday,Yes,1985
29/12/2017,16,5.4,56,2.2,396,-2.6,0.39,0.0,0.0,Winter,No Holiday,Yes,504
23/04/2018,0,10.7,94,2.6,477,9.7,0.0,2.0,0.0,Spring,No Holiday,Yes,81
05/07/2018,19,26.7,69,1.4,2000,20.5,0.36,0.0,0.0,Summer,No Holiday,Yes,2309
25/06/2018,0,22.9,79,0.6,715,19.0,0.0,0.0,0.0,Summer,No Holiday,Yes,962
10/01/2018,6,-7.7,74,1.1,2000,-11.5,0.0,0.0,0.8,Winter,No Holiday,Yes,84
10/04/2018,0,9.0,46,1.2,1259,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes,485
11/11/2018,17,8.9,57,3.0,1149,0.8,0.03,0.0,0.0,Autumn,No Holiday,Yes,660
02/03/2018,19,2.0,26,2.3,1985,-15.5,0.02,0.0,0.0,Spring,No Holiday,Yes,568
24/03/2018,1,4.7,51,1.1,728,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,360
17/06/2018,5,19.0,85,0.8,567,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,238
01/07/2018,10,21.6,97,0.5,266,21.0,0.13,12.0,0.0,Summer,No Holiday,Yes,13
06/11/2018,10,11.7,62,0.5,521,4.6,0.77,0.0,0.0,Autumn,No Holiday,No,0
21/11/2018,6,6.7,86,0.3,593,4.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,299
06/11/2018,14,17.4,50,2.4,336,6.8,1.52,0.0,0.0,Autumn,No Holiday,No,0
09/07/2018,0,24.2,61,1.7,2000,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,900
06/08/2018,23,29.4,79,1.2,777,25.3,0.0,2.0,0.0,Summer,No Holiday,Yes,969
28/04/2018,20,15.1,34,2.2,1981,-0.6,0.01,0.0,0.0,Spring,No Holiday,Yes,1435
19/06/2018,5,19.4,77,0.8,831,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,317
09/07/2018,19,20.4,94,1.1,1769,19.3,0.14,0.5,0.0,Summer,No Holiday,Yes,68
21/02/2018,22,-2.2,55,1.4,2000,-10.0,0.0,0.0,0.0,Winter,No Holiday,Yes,299
21/05/2018,16,22.7,42,1.9,2000,9.1,1.13,0.0,0.0,Spring,No Holiday,Yes,1820
17/06/2018,7,19.6,75,0.9,884,15.0,0.42,0.0,0.0,Summer,No Holiday,Yes,475
13/10/2018,22,11.7,60,0.5,1002,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1147
09/07/2018,18,20.3,93,1.3,1832,19.1,0.22,0.5,0.0,Summer,No Holiday,Yes,140
03/11/2018,16,18.7,25,2.1,1605,-1.7,1.07,0.0,0.0,Autumn,No Holiday,No,0
26/06/2018,3,25.4,50,1.1,870,14.2,0.0,0.0,0.0,Summer,No Holiday,Yes,353
09/01/2018,18,-3.8,58,1.7,1996,-10.8,0.01,0.0,0.0,Winter,No Holiday,Yes,558
28/06/2018,18,20.6,97,0.7,222,20.1,0.14,21.5,0.0,Summer,No Holiday,Yes,596
09/09/2018,15,28.9,27,1.8,2000,8.0,2.9,0.0,0.0,Autumn,No Holiday,Yes,1877
30/04/2018,0,14.7,54,1.3,718,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,569
28/08/2018,10,25.4,75,0.7,1995,20.6,0.96,0.0,0.0,Summer,No Holiday,Yes,670
13/11/2018,18,11.3,42,1.2,1846,-1.1,0.01,0.0,0.0,Autumn,No Holiday,Yes,2159
20/12/2017,18,-1.4,79,1.6,702,-4.5,0.0,0.1,2.2,Winter,No Holiday,Yes,329
15/10/2018,11,16.7,65,1.5,675,10.0,1.42,0.0,0.0,Autumn,No Holiday,Yes,910
17/12/2017,1,-8.4,40,1.6,2000,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,146
03/11/2018,4,6.3,72,1.0,1104,1.6,0.0,0.0,0.0,Autumn,No Holiday,No,0
06/02/2018,17,-6.6,29,2.5,2000,-21.7,0.68,0.0,0.0,Winter,No Holiday,Yes,227
23/12/2017,8,5.1,83,0.9,297,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes,188
24/08/2018,3,24.8,87,2.2,1286,22.4,0.0,1.0,0.0,Summer,No Holiday,Yes,62
17/11/2018,13,10.9,32,2.1,1581,-5.1,1.85,0.0,0.0,Autumn,No Holiday,Yes,1037
28/06/2018,16,25.2,81,3.6,961,21.6,0.5,0.0,0.0,Summer,No Holiday,Yes,766
25/05/2018,12,24.4,24,2.9,1811,2.5,3.28,0.0,0.0,Spring,No Holiday,Yes,1082
27/08/2018,0,20.5,85,1.0,2000,17.8,0.0,0.0,0.0,Summer,No Holiday,Yes,325
26/04/2018,3,11.3,66,1.0,1506,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,239
09/12/2017,9,-4.7,48,1.0,1784,-14.0,0.23,0.0,0.0,Winter,No Holiday,Yes,291
01/10/2018,8,13.7,54,2.4,1960,4.5,0.39,0.0,0.0,Autumn,No Holiday,Yes,2101
25/01/2018,12,-12.8,25,3.2,1981,-28.7,1.16,0.0,0.6,Winter,No Holiday,Yes,142
23/09/2018,8,17.0,69,1.2,2000,11.2,0.3,0.0,0.0,Autumn,Holiday,Yes,439
25/04/2018,22,15.2,35,1.2,1999,-0.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1382
23/03/2018,20,6.7,48,2.6,774,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,724
09/08/2018,6,27.7,84,1.4,1436,24.7,0.0,0.0,0.0,Summer,No Holiday,Yes,619
28/06/2018,15,26.4,76,3.7,1370,21.8,1.01,0.0,0.0,Summer,No Holiday,Yes,1209
29/08/2018,10,26.4,78,2.7,2000,22.2,0.44,0.0,0.0,Summer,No Holiday,Yes,642
13/06/2018,6,18.7,75,0.9,1923,14.1,0.06,0.0,0.0,Summer,No Holiday,Yes,416
17/05/2018,13,23.4,83,1.7,1944,20.3,1.5,0.0,0.0,Spring,No Holiday,Yes,592
16/02/2018,6,-5.2,42,0.7,1980,-16.1,0.0,0.0,0.0,Winter,Holiday,Yes,30
09/11/2018,16,14.3,59,3.6,858,6.3,0.72,0.0,0.0,Autumn,No Holiday,No,0
30/03/2018,16,20.7,36,3.6,811,5.0,1.82,0.0,0.0,Spring,No Holiday,Yes,1156
06/04/2018,6,6.1,96,2.1,798,5.5,0.0,0.0,0.0,Spring,No Holiday,Yes,178
20/01/2018,5,-0.3,62,0.6,862,-6.7,0.0,0.0,0.0,Winter,No Holiday,Yes,56
31/08/2018,11,26.7,51,2.7,1925,15.7,2.65,0.0,0.0,Summer,No Holiday,Yes,868
07/02/2018,13,-4.5,23,2.6,1937,-22.5,2.12,0.0,0.0,Winter,No Holiday,Yes,228
22/04/2018,9,16.9,45,0.9,1958,4.8,0.27,0.0,0.0,Spring,No Holiday,Yes,247
24/04/2018,20,12.6,49,0.8,2000,2.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1332
22/10/2018,2,10.5,57,0.2,1837,2.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,253
30/03/2018,5,10.4,62,1.8,911,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,117
13/02/2018,16,3.9,41,4.0,1973,-8.1,1.24,0.0,0.0,Winter,No Holiday,Yes,328
19/07/2018,6,23.3,83,0.2,875,20.2,0.02,0.0,0.0,Summer,No Holiday,Yes,672
15/09/2018,10,24.4,65,1.6,1972,17.3,1.42,0.0,0.0,Autumn,No Holiday,Yes,1017
08/05/2018,5,15.0,64,1.6,2000,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,200
20/04/2018,8,13.0,54,1.2,738,3.8,0.68,0.0,0.0,Spring,No Holiday,Yes,1659
20/04/2018,7,11.3,62,0.7,774,4.2,0.17,0.0,0.0,Spring,No Holiday,Yes,979
27/04/2018,5,9.9,69,1.1,808,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes,170
26/09/2018,20,20.0,46,2.0,2000,8.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1653
04/11/2018,21,11.8,62,0.7,1030,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1001
01/07/2018,21,21.8,97,0.6,692,21.2,0.0,3.5,0.0,Summer,No Holiday,Yes,17
09/08/2018,0,28.9,75,1.6,1946,24.0,0.0,0.0,0.0,Summer,No Holiday,Yes,929
23/04/2018,17,9.4,95,1.9,660,8.6,0.11,0.5,0.0,Spring,No Holiday,Yes,42
26/12/2017,3,-2.6,70,1.0,1992,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes,72
07/04/2018,8,2.4,44,4.3,1375,-8.6,0.41,0.0,0.0,Spring,No Holiday,Yes,399
02/11/2018,2,6.1,68,0.5,1519,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,369
06/12/2017,6,-3.7,76,0.0,1864,-7.3,0.0,0.0,0.4,Winter,No Holiday,Yes,142
06/08/2018,7,28.5,82,0.8,914,25.1,0.09,0.0,0.0,Summer,No Holiday,Yes,699
11/05/2018,12,20.0,47,1.4,685,8.3,3.08,0.0,0.0,Spring,No Holiday,Yes,1161
02/04/2018,7,15.1,80,1.0,623,11.6,0.01,0.0,0.0,Spring,No Holiday,Yes,918
01/10/2018,4,13.7,56,1.9,2000,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,143
15/07/2018,19,31.2,62,2.1,1852,23.0,0.63,0.0,0.0,Summer,No Holiday,Yes,1847
24/09/2018,23,15.7,51,0.4,2000,5.5,0.0,0.0,0.0,Autumn,Holiday,Yes,750
04/06/2018,11,26.1,37,2.4,1079,10.2,2.79,0.0,0.0,Summer,No Holiday,Yes,1008
24/09/2018,19,18.6,54,2.7,2000,9.0,0.01,0.0,0.0,Autumn,Holiday,Yes,1280
27/04/2018,3,10.7,63,1.1,989,3.9,0.0,0.0,0.0,Spring,No Holiday,Yes,258
24/03/2018,18,9.0,76,3.0,288,4.9,0.45,0.0,0.0,Spring,No Holiday,Yes,736
04/01/2018,11,-4.4,40,0.8,1671,-16.0,0.69,0.0,0.0,Winter,No Holiday,Yes,264
07/02/2018,7,-13.2,56,0.9,1665,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes,214
24/09/2018,8,15.4,52,2.2,1985,5.5,0.49,0.0,0.0,Autumn,Holiday,Yes,296
11/01/2018,0,-10.3,54,2.4,1988,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes,98
16/04/2018,17,18.7,21,2.5,1871,-4.1,1.65,0.0,0.0,Spring,No Holiday,Yes,1753
29/11/2018,19,5.2,48,1.9,1590,-4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,1026
02/03/2018,4,-5.8,48,1.5,1552,-15.0,0.0,0.0,0.0,Spring,No Holiday,Yes,47
05/03/2018,9,3.7,85,1.8,2000,1.4,0.17,0.0,0.0,Spring,No Holiday,Yes,211
12/03/2018,19,10.6,47,2.0,425,-0.2,0.03,0.0,0.0,Spring,No Holiday,Yes,946
16/12/2017,2,-4.1,73,2.1,567,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,228
08/03/2018,21,3.1,74,3.2,465,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,533
15/12/2017,9,-5.9,60,0.6,691,-12.4,0.09,0.0,0.0,Winter,No Holiday,Yes,330
03/01/2018,22,-5.2,53,1.3,1969,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes,291
14/08/2018,22,30.9,63,0.7,2000,23.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1587
19/06/2018,7,19.9,72,0.6,840,14.6,0.32,0.0,0.0,Summer,No Holiday,Yes,1616
13/04/2018,13,19.0,15,1.4,2000,-8.2,2.02,0.0,0.0,Spring,No Holiday,Yes,973
18/10/2018,2,8.7,71,0.8,2000,3.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,385
01/04/2018,15,18.2,63,2.2,687,11.0,0.72,0.0,0.0,Spring,No Holiday,Yes,1349
06/08/2018,9,28.4,87,1.7,1313,26.0,0.56,4.0,0.0,Summer,No Holiday,Yes,614
18/04/2018,13,17.7,16,2.8,1824,-8.4,3.27,0.0,0.0,Spring,No Holiday,Yes,975
21/05/2018,2,13.9,0,0.9,2000,-2.1,0.0,0.0,0.0,Spring,No Holiday,Yes,262
29/07/2018,19,34.4,39,1.2,2000,18.4,0.58,0.0,0.0,Summer,No Holiday,Yes,1486
27/02/2018,4,0.9,46,0.8,1140,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,62
07/10/2018,10,18.1,56,2.6,1720,9.1,1.79,0.0,0.0,Autumn,No Holiday,Yes,932
15/02/2018,10,-1.6,26,1.9,1980,-18.6,1.29,0.0,0.0,Winter,Holiday,Yes,127
03/01/2018,1,-5.0,42,1.2,1993,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes,130
07/10/2018,19,16.6,36,1.4,2000,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1608
20/02/2018,11,2.8,35,3.9,1265,-11.1,1.71,0.0,0.0,Winter,No Holiday,Yes,322
14/09/2018,10,23.3,65,1.4,1996,16.3,0.76,0.0,0.0,Autumn,No Holiday,Yes,936
22/03/2018,10,4.9,56,1.9,1480,-3.1,1.76,0.0,0.0,Spring,No Holiday,Yes,446
04/12/2017,22,-5.3,45,2.5,2000,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,353
17/10/2018,21,10.8,53,0.9,2000,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1493
26/05/2018,1,16.2,63,0.7,1328,9.1,0.0,0.0,0.0,Spring,No Holiday,Yes,837
06/05/2018,12,15.7,96,1.1,568,15.0,0.5,3.0,0.0,Spring,No Holiday,Yes,71
31/03/2018,11,16.7,45,1.9,1054,4.6,2.07,0.0,0.0,Spring,No Holiday,Yes,824
09/03/2018,19,5.4,60,3.9,990,-1.7,0.02,0.0,0.0,Spring,No Holiday,Yes,718
29/10/2018,23,4.3,58,1.4,2000,-3.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,658
20/11/2018,4,1.3,48,0.5,2000,-8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,119
06/10/2018,12,18.0,92,2.9,1999,16.6,0.45,1.0,0.0,Autumn,No Holiday,Yes,130
08/11/2018,6,10.6,90,1.6,1065,9.0,0.0,1.5,0.0,Autumn,No Holiday,Yes,136
14/04/2018,12,8.6,94,1.1,389,7.6,0.49,0.0,0.0,Spring,No Holiday,Yes,75
14/08/2018,14,36.2,41,2.9,1814,20.8,2.68,0.0,0.0,Summer,No Holiday,Yes,627
22/09/2018,11,22.7,55,2.7,1297,13.1,1.86,0.0,0.0,Autumn,No Holiday,Yes,1062
22/08/2018,23,31.2,50,1.8,2000,19.5,0.0,0.0,0.0,Summer,No Holiday,Yes,1117
07/08/2018,20,31.1,64,2.7,1770,23.4,0.02,0.0,0.0,Summer,No Holiday,Yes,1836
28/11/2018,6,2.6,33,1.5,1185,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,287
09/11/2018,2,11.3,88,3.7,1680,9.3,0.0,0.0,0.0,Autumn,No Holiday,No,0
02/10/2018,6,10.6,81,0.0,1798,7.4,0.0,0.0,0.0,Autumn,No Holiday,No,0
09/08/2018,4,28.1,81,1.5,1729,24.5,0.0,0.0,0.0,Summer,No Holiday,Yes,189
29/03/2018,21,14.4,66,1.7,677,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,1046
15/11/2018,22,8.7,53,0.4,764,-0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1061
01/04/2018,8,12.9,64,1.5,778,6.2,0.06,0.0,0.0,Spring,No Holiday,Yes,342
16/02/2018,17,2.5,48,4.2,1979,-7.4,0.76,0.0,0.0,Winter,Holiday,Yes,210
28/07/2018,18,29.0,81,0.8,989,25.4,0.22,0.0,0.0,Summer,No Holiday,Yes,843
11/06/2018,4,18.8,60,1.0,2000,10.8,0.0,0.0,0.0,Summer,No Holiday,Yes,194
17/10/2018,9,11.2,63,1.1,656,4.4,0.88,0.0,0.0,Autumn,No Holiday,Yes,1200
16/02/2018,9,-4.3,33,0.7,1923,-18.2,0.6,0.0,0.0,Winter,Holiday,Yes,48
21/03/2018,5,1.3,40,2.3,2000,-10.8,0.0,0.0,0.0,Spring,No Holiday,Yes,80
04/03/2018,11,10.1,88,0.7,453,8.1,0.34,0.0,0.0,Spring,No Holiday,Yes,273
12/07/2018,21,26.3,81,0.8,1910,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,2115
08/03/2018,8,3.0,94,0.3,444,2.1,0.01,0.0,0.0,Spring,No Holiday,Yes,88
09/01/2018,14,-1.8,45,3.7,1922,-12.1,1.06,0.0,0.2,Winter,No Holiday,Yes,265
12/10/2018,18,14.3,46,1.3,2000,2.8,0.16,0.0,0.0,Autumn,No Holiday,Yes,2618
05/11/2018,9,8.9,67,1.1,578,3.0,0.69,0.0,0.0,Autumn,No Holiday,Yes,1005
07/04/2018,20,4.2,44,4.1,2000,-6.9,0.0,0.0,0.0,Spring,No Holiday,Yes,458
16/01/2018,16,5.8,50,0.9,547,-3.8,0.11,0.0,0.0,Winter,No Holiday,Yes,277
14/10/2018,0,10.4,59,0.0,971,2.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,811
19/03/2018,5,6.2,89,1.5,338,4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,27
02/03/2018,20,1.2,35,2.5,1977,-12.6,0.0,0.0,0.0,Spring,No Holiday,Yes,427
18/12/2017,11,-2.9,85,1.2,243,-5.0,0.06,0.0,4.8,Winter,No Holiday,Yes,44
08/01/2018,10,1.3,43,0.8,971,-9.9,0.16,0.0,0.0,Winter,No Holiday,Yes,253
22/01/2018,6,0.0,33,0.4,2000,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes,165
20/12/2017,21,-2.0,83,1.2,904,-4.5,0.0,0.1,2.4,Winter,No Holiday,Yes,197
23/02/2018,19,6.9,73,3.7,369,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,421
14/07/2018,8,26.1,74,0.7,1254,21.0,0.87,0.0,0.0,Summer,No Holiday,Yes,787
30/07/2018,4,26.7,62,1.0,2000,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes,209
28/07/2018,6,28.0,85,0.8,647,25.2,0.01,0.0,0.0,Summer,No Holiday,Yes,313
26/09/2018,6,16.3,62,2.1,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,230
16/10/2018,11,16.5,39,0.7,1351,2.4,1.68,0.0,0.0,Autumn,No Holiday,Yes,914
20/07/2018,23,28.2,70,1.3,1811,22.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1426
06/09/2018,1,21.9,85,0.2,1410,19.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,743
20/01/2018,2,-0.9,65,0.6,1369,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes,216
30/08/2018,6,24.2,96,1.6,1206,23.5,0.0,0.0,0.0,Summer,No Holiday,Yes,285
20/03/2018,10,7.4,35,3.5,1990,-7.0,1.81,0.0,0.0,Spring,No Holiday,Yes,418
29/07/2018,5,26.7,75,0.3,1871,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,199
23/11/2018,12,5.5,20,1.4,1992,-15.7,1.85,0.0,0.0,Autumn,No Holiday,Yes,664
21/02/2018,2,-2.9,31,1.6,1931,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,105
09/04/2018,14,13.9,26,2.5,1537,-5.3,2.99,0.0,0.0,Spring,No Holiday,Yes,921
17/05/2018,10,20.1,98,1.2,885,19.7,0.13,2.0,0.0,Spring,No Holiday,Yes,141
28/02/2018,15,4.8,87,2.9,312,2.8,0.08,4.5,0.0,Winter,No Holiday,Yes,7
03/05/2018,15,12.2,56,4.8,2000,3.6,0.57,0.5,0.0,Spring,No Holiday,Yes,590
23/06/2018,20,24.6,65,2.1,1018,17.5,0.1,0.0,0.0,Summer,No Holiday,Yes,2262
22/02/2018,5,-2.4,59,1.1,1984,-9.3,0.0,0.0,0.0,Winter,No Holiday,Yes,75
